[00:00.000] 567
[97:45.540] 咱们那是三，他们都只拿钱了，我尊重给你们3000，对，会分贷款，两年之内会抵押车辆剧本。
[97:55.460] 车辆登记证书就这一个月没有对办证手续三个工作日是吧？
[98:01.240] 行，我着急了，然后具体需要的手续待会我让她通过微信发给您，然后您中信方面就没有什么逾期，工程信现在我应该是没有信用卡怎么走的话可以应该。
[98:15.190] 没有行就也都不用是吧？
[98:18.460] 还了也都没用了，最近一直都没用过，行行，我不有时候把我忘了还你知道吗？咱不用。
[98:25.020] 行OK我知道。
[98:26.480] 我待会我
[98:28.000] 事先焯码头现车行，到时候需要手续我发给您，然后您照发给他就行
[98:33.090] 了，行您先坐。
[98:42.630] 评价咱们又快。
[98:44.720] 日期没写，看我这写了都。
[98:50.150] 那是7你也甭写他的星号必须得远。
[98:54.550] 丰田必须选多少？
[98:56.090] 11月底其实
[99:03.750] 的
[99:18.030] OK
[99:21.080] 张扬上主要上下面。
[99:26.350] 第三账号
[99:28.440] 刚要走了。
[99:30.390] 了。
[99:32.910] 完了
[99:35.790] 待会我会建一个微信群，
[99:37.630] 把我们曾经的那个人拉进来，然后他给您发链接，你到上面填进去可以。
[99:50.040] 你要分期一批，我约您咱们来办理。
[99:52.750] 这段时间您一直在北京，这肯定的，你知道车上完牌都在。
[99:58.290] 反正是越快越好，行我。
[100:01.870] 我这边可能越快，我尽快给你弄，就等指标指着一处在那上班，您现在就一直住宾馆。
[100:08.740] 这段时间其实这都对。
[100:12.070] 住酒店，
[100:14.880] 所以说越快越好。
[100:17.340] 要
[100:20.620] 我们那边决定抓紧你们吧。
[100:25.010] 你这边手下都有贷款吗？贷款一一行了就可以了吗？对贷款一批，他快的话可能都一批完了，咱这块能办手续，对办手续，然后
[100:35.540] 直接
[100:37.090] 前一跤，然后我这边先爱上个牌子就完事了吗？对，您指标一下来了就把。
[101:15.500] 然后今儿就交1万定金就行了。
[101:18.060] 然后到时候分期，如果万一分期就是有问题批不了，我们随时给您退。
[101:32.390] 然后一会您是刷卡还是微信支付宝支付宝。
[101:36.950] 你这给我开个条，一会用财务财务给您好。
[101:41.710] 还没有收据有合同。
[101:44.070] 然后到时候咱们交款的时候，比如交首付的时候就不能再刷支付宝微信什么的了，就必须刷卡。
[101:51.190] 咱们刷卡就只能发1万，就是pos机就是什么就是微信支付宝付款只能付1万，超过1万就付不出来，我可以我们那pos机不行，
[102:01.530] 你说我的钱怎么弄都在支付宝里，它提现就必须提出来，其实要换卡礼对吧？因为到时候我们还有一种转账。
[102:10.540] 您拿微信或支付宝给我们单位转账，就到时候价格已经算好了，然后汇款1万不就可以。
[102:17.090] 他是这样，汇款相当于是汇到我们单位账户上了，我们财务这儿您交钱。
[102:23.450] 只能刷卡或者现金。
[102:25.260] 别的就是说我到时候去办个卡上我卡里面存钱就行了，对把工行的就可以吗？
[102:31.110] 不可以。
[104:06.840] 来您看一下，我给您解释一下。
[104:09.690] 上面您的信息，但地址不对，因为这地址到时候我们得给您录。
[104:16.050] 准确地址到时候到时候下咱们交托给您改。
[104:19.360] 中间是我们的信息店里的
[104:22.250] A200的
[104:23.750] 运动
[104:24.790] 时尚型就是咱们顶配
[104:27.720] 指导价是264,800的，
[104:30.800] 然后颜色是
[104:34.980] 次元白就是外面的白白就是白色，然后黑色内设
[104:41.110] 农村有一个比对，他是口中加黑色内饰。
[104:48.770] 您确认一下。
[104:49.920] 对，黑色内饰。
[104:51.990] 然后优惠完优惠是52,000，优惠完了是21万，
[104:56.100] 2800，然后咱们这个车公司价格为264,000万，咱们上北京牌照咱们提供52,000优惠，
[105:04.080] 分期，
[105:04.900] 然后我们会给您送一个验车，
[105:06.880] 要验车送您了，如果改变上班同事车辆交运公司价格销售，就比如你说小刘我上一个外地，
[105:13.470] 咱就没优惠了，就卖264,800，
[105:17.810] 今天只交1万，下次就是交下次这边首付分不是6万多，现在首付交5万多了，
[105:25.690] 就相当于9万多减1万就8万多，到时候直接就抵了。
[105:29.940] 最晚咱们7月23号
[105:32.540] 之前来办手续，比如批了您不能说您一直不来办手续可以，我是早起，
[105:37.560] 所以不存在这种可能，这是一式三份，一会您都签个字，然后我们领导签完字，盖完章你拿走一份，好好，这个是服务公约，在整个您购买过程当中，我们没有说强制您消费，没有收您服务费，没有收您手续费，没有病菌买超市。
[105:53.280] 账那账上了。
[105:57.070] 咱们是吧？对我的叶先生。
[105:59.900] 小地方这三个合同也签一下好吧？
[106:55.110] 再减去一个2500。
[107:39.920] 这还用我签字吗？
[107:41.420] 用，我就看着。
[107:54.270] 然后您得填一下
[107:56.750] 您本人身份证号，然后一会您看您是用支付宝还是用微信，然后
[108:03.990] 对。
[108:04.830] 然后那个车一
[108:06.620] 推到以后，今天我到10天就得通知客户，中国专门机构一个手机看见那个车的信息，
[108:13.900] 有车他那个朋友打了，然后。
[108:21.760] 然后。
[108:25.080] 的。
[112:57.440] 来给我弄了。
[112:58.220] 明天我的手机比较。
[113:09.530] 你看我这个频道怎么样，姓名和天龙账号，对，一会咱交微信还是要支付宝，就把支付宝账号写上。
[113:17.850] 您再看看您珠宝账号名什么填在上面什么账号名是吧？对账号。
[113:22.640] 就是企名网名的。
[113:26.140] 就是支付宝那个名这个。
[113:28.700] 对。
[113:30.850] 桎梏证户口。
[113:32.820] 钱自己扣您支付宝账户的手机号吗？有钱这叫什么？
[113:37.800] 14。
[113:39.480] 4
[113:41.950] 1540. 
[113:44.420] 支付宝账号看微信这都不用写了吧？
[113:47.650] 微信就不用写了，然后过来银行卡是后退。
[113:51.050] 就这个珠宝房贷卡了，
[113:53.220] 后涂在鞋上。
[113:55.360] 银行卡是吧？
[113:58.530] 然后又。
[114:01.220] 对银行卡掉了没有。
[114:11.440] 老婆我有一个客户他那个客户端就没有说什么客户端有点问题，一会不忙能给他看看。
[114:23.260] 他那好像是密码给换了。
[114:26.020] 第
[114:27.880] 好好留。
[114:30.470] 后4位是8后4位就行。
[114:32.850] 休三天。
[114:39.390] 还有吗？
[114:51.350] 我刚才查。
[114:53.080] 谁知。
[115:31.550] 没有是吧？
[115:32.970] 叫什么？
[115:34.790] 谁知。
[115:36.420] 这还怎么写，这个不是这里写你们的这块就不写了，就写一个疑问之后，然后雀跃定位还是这还写您自己身份证号，就您自己给自己复吗？
[115:48.120] 然后底下写着1万块钱就行。
[115:54.250] 还写我是吧？对。
[115:57.680] 你赶紧办贷款是吧？贷款办法那不就行了，对，咱们一会我就给你建群，然后他提交他最快也是明天，因为明天不是周一，因为他银行他有上才有人上班，
[116:10.210] 但是批的话很快，
[116:13.090] 只要咱们手续提交完，他要审批快的话，周二怎么办？
[116:17.170] 只要签字付款，现在天津的名字，
[116:20.350] 我把这个系统都给围都弄好。
[116:28.070] 日期今天是多少号？
[116:31.900] 19号。
[116:35.120] 今天16号。
[116:41.080] 020。
[116:42.290] 7月十几号。
[116:50.030] 好。
[116:50.920] 你看写了。
[116:52.050] 这样可以了吧？
[116:54.370] 对这个项目。
[117:15.760] 上午留的那是您手机号吗？我们在前台登记的。
[117:21.680] 多少号？
[117:23.140] 上午那个是4架。
[117:26.030] 应该是我的私家的154您是我的。
[117:30.290] 您稍当中。
[117:39.760] 是您的。
[117:41.920] 1352501402，不信我姓董。
[117:45.800] 我给我改过来，后天前在后亭前台。
[117:51.910] 赵烨帮我开个。
[117:56.180] 13552501540. 
[118:03.380] 5525. 
[118:04.240] 赢1540
