[00:00.320] 交车客户。
[99:02.820] 还了，刚才我问了他是交一个3%的违约金违约金，还本金的违约金就3%的违约金。
[99:12.000] 1000块钱。
[99:15.830] 稍等。
[99:22.130] 就这意思。
[99:27.260] 利息都没有了，就免掉了，对。
[99:30.710] 然后我就分违约金。
[99:44.040] 他就是那么个叫法，那就是利息就不用付了。
[99:48.300] 等于就收这点3%的钱，稍等一下咱们的。
[100:32.930] 这个东西就跟咱做空调两
[100:35.760] 让咱工程比如说我做的融资或者融资的东西，融资租赁也好，融资买断也好，
[100:44.530] 我提前总教了，我非但不会交违约金，我还会获得相应的
[100:50.090] 优惠，银行不行，这两个银行对吧？
[100:53.300] 银行希望意思一个代100年了，银行希望你说的贷款不行，
[100:59.470] 因为他吃得完他不希望提前，他就希望你就算三年你贷30年才好了，你妈希望你
[101:06.900] 你贷30年是你从银行里边来说，您跟他们签订的合同就是约定好了24期或三十六七，您甭管是早还晚还您都算违约。
[101:16.640] 但是房贷就是这样，你走完了银行的房贷不是你早还了，银行之前回来他没有预防预期安排了，他说完他就吃利息这种就不去消费了，他。
[101:30.430] 这是以前比如说我没说他一起去，再加上来看他是他认了，对就算他收入了一年换了就
[101:39.370] 咱们是干工程的事，房贷你先去，完了咱高兴回款在这边对回款快，对回款越快也没有。
[101:47.880] 银行他不银行的，你三三年只要你有偿还能力，在300年西方这样了，
[101:54.930] 你要在上半年还是大客户，他给您放贷它才能收纳力，对他们利息高。
[102:02.360] 不多了。
[102:03.340] 咱们要钱从银行没戏。
[102:06.930] 原来
[102:17.590] 咱们现在有点明白了。
[102:24.850] 你给我打电话回来帮我忙行没事，做有事我来过。
[102:30.940] 谁知
[102:37.270] 刚才说明年年底之前他不开
[102:43.440] 这种
[102:46.840] 全部都
[102:54.520] 这可能是他室友有一个微信提醒的。
[103:02.330] 它里面有钱到用，
[103:06.590] 远、
[103:10.630] 的
[103:12.830] 了。
[103:14.610] 知道，
[103:22.860] 对。
[103:33.260] 老板给他造成
[103:35.260] 不良一下
[103:40.530] 谁知
[103:42.840] 忘不了，只要卡里面有自动化的，
[103:47.530] 你保证你咱俩他里边都有填写，
[103:50.120] 你保证每个月里面有3万块钱是啥？不用这话，我他一个月花5000，
[103:56.060] 我要保证3万块钱，
[103:57.690] 三我要3万块钱我都还了半年，
[104:02.140] 我现在把不到我专业点的问题。
[104:07.670] 五六块钱是吧？
[104:10.400] 分别了，我这是龙哥你看你还能够
[104:16.790] 您这就是30万，如果你那边的多，你一个月的花销2万，
[104:23.930] 有26,000，你那里边
[104:26.600] 18,000 18,800。
[104:28.780] 你那里边的
[104:30.750] 10万你
[104:31.650] 你这个是吧？
[104:34.040] 半年。
[104:36.080] 我这个你看不惯，
[104:37.900] 我这月他花5000块钱，5000来块钱，我是5700就6000，一个月6000，
[104:44.740] 一年7万块钱。
[104:48.520] 保险都流水电话是吧？
[104:50.480] 保险。
[104:51.500] 就对应了您的是吧？对非常水润，您的交易流推过来的。
[105:01.410] 只要你的电话跟邮箱，
[105:03.030] 被保险人先咱俩
[105:05.180] 你是吧咱俩开，要不然老板明还有他身份证麻烦，结果。
[105:10.970] 不是你对保险人必须得你保证保密对。
[105:14.540] 人家明天。
[105:16.360] 谁知。
[105:20.200] 手机号邮箱。
[105:21.660] 手机号被告的意见。
[105:26.240] 被保险人就是刘两位大哥没事吧？
[105:29.380] 没有结果，我都这么唱OK，好我知道了吧？
[105:32.540] 确认一下，别到时候再出现它的出现说一声。
[105:36.800] 那么高兴手腕坐在这里，因为缺乏资金离开。
[105:48.520] 按揭下午3:30咱几点走？
[105:50.600] 来了94点的时候来了4分走了，通过邮局
[105:54.360] 今年在单位，
[105:57.940] 我在监督你，明天设计上去咱单位检查，对，虽然
[106:05.470] 的
[106:09.640] 说
[106:12.960] 刚才。
[106:15.550] 谁知。
[106:23.020] 陆哥写的等会儿。
[106:26.270] 手机
[106:27.580] 明星
[106:32.690] 还写邮箱是吗？
[106:56.750] 我出门我都不打卡，也都拿了，
[107:00.540] 我就拿一手机。
[107:01.960] 都是麻烦您帮我P的，上次这是我们在一下
[107:08.910] 我出来的。
[107:11.850] 真的吗？就是咱们个手机的您这是吧？
[107:17.190] 对，我跟
[107:18.560] 我们理解。
[107:20.120] 我通过领导在一号一起跟我聊聊，
[107:24.400] 您帮我争取。
[107:29.200] 我下午没事。
[107:30.600] 直接跟您说。
[107:32.110] 完了我当三天。
[107:35.760] 行行我明天要上班要我在临床了。
[107:40.290] 到了。
[107:45.280] 现在就在
[107:51.920] 张总。
[107:57.120] 什么时候？
[108:03.160] 我现在是这样的，我现在在外边，今天晚上我还有个局。
[108:07.460] 阿明你知道吧？
[108:09.890] 明天晚上我有局，明天我是海淀那边有点事儿我也去办。
[108:22.660] 对。
[108:23.930] 完了我看哪天。
[108:26.200] 周四你在哪边？
[108:34.660] 好好
[108:53.940] 咱签完了吗？完了你跟你们哥们说让他打出纸质的来，要带回去。
[109:02.890] 留下完了是吗？
[109:05.040] 应该是他给我发的图片了。
[109:08.480] 陈哥你看应该签完了都了。
[109:10.940] 然后课件上说需要两个纸质的又带走。
[109:16.480] 对了。
[109:22.010] 我聊了还有一个缴费就说完了以后你让他直接打完了之后你都带过来打印出来。
[109:29.380] 行，拜拜。
[109:33.380] 还没打钱了吗？
[109:35.030] 先把这签完了，秘书跟着毛着，
[109:38.710] 然后让他多送200块钱。
[109:41.560] 我胖有点谱了，有点谱，这还着急算都200块钱。
[109:46.270] 这是对的，就照一车。
[109:49.370] 我得给你调理好，
[109:51.870] 多给你返200块钱。
[109:53.330] 不是这回事，这个钱是不是300块钱？
[110:08.560] 费。
[110:18.940] 这回回去财务肯定要算。
[110:26.520] 这个发现不？一会还发现
[110:31.290] 他给办了没有？
[110:33.010] 有的。
[110:44.710] 这个车梅特斯密，
[110:47.700] 梅赛德斯me就看车的状况、信息油耗、续航里程，
[110:53.610] 这样一是开龙哥的，然后是开明的plc可以吧？
[110:58.100] 谁用看谁的。
[110:59.760] 叫什么梅赛德斯。
[111:02.810] 一会儿我们教导员给你讲，从那看了看。
[111:06.310] 手机上。
[111:07.580] 你开一个IP绑定。
[111:20.560] 有点不愉快。
[111:22.830] 反正我就怕这事。
[111:25.590] 本来挺好的事弄来弄去，老板
[111:28.970] 他老觉得老板就是老觉得什么事没跟我说清楚。
[111:32.140] 说这些事咱也不知道。
[111:33.760] 对他没说，他们说老板说你就应该问清楚，
[111:37.220] 怎么能问清楚这是金融谁懂，不是那会你就那哥们也是，他应该是出去挨，你们弄完了以后下次还有一个确认，你还得简单的审核一下，这多好。
[111:57.810] 行了。
[111:59.190] 带走了。
[112:00.190]  OK好的。
[112:08.600] 你不回公司了，你待会儿
[112:11.080] 你到时候开车走了不行。
[112:13.900] 我就问公司了是吧？当时开车都来不及开车了，
[112:17.340] 有时间有时候把遗漏了，
[112:20.250] 但是你开到地走，
[112:21.760] 第一我也不开了，因为我坐车这个车怎么办？
[112:25.790] 这边的车然后开了几个车过来，
[112:29.120] 开了3月多少？
[112:31.040] 你们要体谅
[112:33.560] 打出来，然后。
[112:36.570] 是他们答你现在
[112:42.730] 最后一个。
[112:44.440] 最后一个
[112:45.730] 电话看看。
[112:46.880] 没问题了，但他到一个别打一块账号，不是他牵头刚开始发给你了吗？你得打两个，就这俩分着打，我跟他合就得分着不能一块。
[112:56.430] 一号2
[112:58.680] 的。
[112:59.730] 一个账号一个账号你分得单位。
[113:02.470] 对。
[113:06.110] 那个位置。
[113:08.330] 再看看。
[113:10.350] 年8。
[113:12.490] 多少？
[113:14.080] 哪个等我多少钱，我跟他核对一下。
[113:18.380] 等一会儿35355279.48对。
[113:28.580] 这个不会再改了哥，不会再改了，不会代表了一分钱都不差。
[113:40.760] 我一天没喝水了，
[113:42.290] 我嗓子干吗了？
[113:43.670] 老板已经烦了，但是你让他改了怎么办？咱多少字都不改了，操他来真受不了，一分钱不到100年不上一分钱，
[113:51.450] 午饭没吃到，早饭没吃，
[113:53.420] 不会这一个月两天。
[113:55.810] 谁知
[114:02.170] 看看二，
[114:05.050] 二不要等等出去之后能快点。
[114:08.200] 243185.43没问题。
[114:11.740] 因为他后面写了个1万，最后胡歌交了1万多定定之后还得退给他了。
[114:16.510] 那1万就没算，开始不是打二三吗？二三。
[114:21.350] 要不跟公司的钱掺和了，就龙哥的全都办。
[114:25.260] 再交1万定金，3242431243185.43。
[114:33.270] 对一半这里边孩子保险存款税也车保险我都发给你了明细。
[114:48.190] 一个账号，但是你得分开两笔，
[114:52.810] 备注一下gl1.6C
[114:56.590] 不用备注中负责挣钱，对哪里？
[114:59.300] 不用备注他们不用背图也行，钱给他就行。
[115:09.740] 等会。
[115:10.910] 咱俩
[115:12.670] 着急先走，一会我让中哥开车去找我的渠道好吧？行。
[115:19.070] 完了你的流程是几个？在4个，再加上中国他退了，
[115:23.490] 我就在这地方在另一个对一样，
[115:27.300] 然后建议
[115:28.500] 没事了，你到那都是你车怎么办？
[115:33.160] 你无论你开奔驰也好，开
[115:37.290] 奥迪也好，随便，反正你得搁着一个
[115:40.240] 因为晚上还得拉过去结束，行行，那哥们就把奔驰了，明天早上来提就
[115:46.540] 我倒要看看你。
[115:48.630] 不是今天你得把所有的手续办完了，车搁这也直接过来了，还给咱明天就开走，没问题。
[115:55.200] 我不开你的车，
[115:56.930] 把车开走，我有奔驰，我开奥迪我也没了。
[116:01.400] 不是我的身份证看您的新车，你的车不能停在那里面，我给拿，
[116:10.360] 待会儿把老板生命你想着拿老板身份证是我得回去，你先走，我这就没说没我事了吗现在？
[116:18.050] 完了你跟肖总说说我去办事了，有事让他跟你联系，听见没有？这在有什么事跟你联系，我现在就得走了，时间有点不赶趟了，等会我把身份证给或总结，
[116:28.990] 然后给
[116:29.700] 好吧，千万不要再给我打电话了，你跟肖总说，你说龙哥已经办事去了，
[116:34.790] 龙哥去见设计院。
[116:37.290] 舞蹈了就完了。
[116:39.250] 开右开个头，
[116:41.140] 跟孙哥商量，你们随便。
[116:44.710] 懂，待会有事你跟我联系，就看那个歌走了，红歌他
[116:52.360] 谈事儿了，这件事我来半天。
[116:56.110] 你现在还北京的。
[116:58.400] 我现在不开了，不是那个开不了我也不了。
[117:02.020] 我这有人接下来没事他沟通一下。
[117:05.640] 昨天报警了。
[117:07.650] 这房子借了一颗着，没有
[117:12.490] 不要求被告出具，反正是我没有明天过来。
[117:17.290] 要不要它存在着重新装备你是吧？谁知？
[117:23.160] 不用。
[117:24.010] 行咱们
[117:26.500] 我现在不解决，我跟先是全面
[117:30.500] 估计。
[117:32.280] 不是我走不走？
[117:34.640] 3月份到现在，
[117:36.420] 你早点走，
[117:43.120] 然后你走了再反馈一下。
[117:45.960] 每天上厕所，这里有solo，把你还看到你走，把奔驰哥这要不就开封市把你车在
[117:52.340] 但是你得提前明天过来你们
[117:55.640] 谁知
[117:57.720] 对。
[117:58.920] 你打开门就行了，对名字开始了，你他只能做。
[118:03.020] 对，待会你找个位一停，我不会把我的开走。
[118:07.400] 不开了你告诉你回昌平对我就说他们交通大。
[118:14.270] 对，明天早上谁知
[118:19.330] 大家一个人接
[118:20.880] 我这两个小孩两个车两个，对。
[118:24.440] 看到了吗？
[118:27.700] 后来上网查了。
[118:30.210] 一会问一下您现在也不确定你要拿东西我。
[118:39.730] 我的
[118:42.280] 等会儿等你们见面过去了。
[118:48.150] 不是我现在您不跟我一块去。
[118:51.400] 我院里边
[118:54.230] 去设计院说着我学习
[118:57.960] 的调，
[118:59.100] 我们看一下怎么
[119:01.060] 谁知
[119:03.290] 因为我说你要是不想一心脏开始经济，把整个
[119:08.400] 您因为反正都是今天我把那个完了，
[119:12.760] 到了吗？我认识可以了。
[119:15.860] 我要。
[119:17.130] 一起做。
[119:18.310] 在这坐着。
[119:20.490] 你看着你完了房子你先做的对，不用是科技一块没钱的事儿。
[119:28.920] 我已经看到了。
[119:30.480] 如果是希望
[119:32.200] 其实是我
[119:40.920] 我释怀了，
[119:42.570] 我还是我分行的
[119:47.710] 问我
[119:51.410] 不打也不相关的转换，
[119:54.500] 不能调整。
[119:55.670] 找。
[119:56.580] 专门的巡查这一块，他好像不是这样
[119:59.360] 说。
[120:00.000] 我认为可能反正你
[120:01.750] 你根据车都是我想在这边了，那件事没什么。
[120:06.730] 谁知这样什么刚才说的，
[120:13.270] 你不要
[120:18.490] 没事的，这会儿看开我的意思待会把一个搁着。
[120:24.320] 开了我把我的开走，他搁。这您跟副院长你们俩的时候是开几个车开一个车来的对。
[120:31.400] 开一个车走，对，开不走您再开另外一个车。
[120:34.430] 没问题。
[120:36.550] 一会我是这么想的，咱把临牌它是都办好了。
[120:40.660] 看完之后对就明天过来直接开车去了，开车了带着全套绿色，对是这意思，然后身份证晚上回去直接过来，老板我就给人家老板了，就别再用了，对没错。
[120:51.300] 人说他给他用。
[120:53.110] 我们。
[120:55.380] 老板急性子你知道吧？他太太没到他就烦了。
[121:01.250] 态度中
[121:02.960] 我也先走，然后一会我再回来，他说了
[121:05.930] 年前走。
[121:07.640] 你看你几点下几点，就你哥们你们的账户是中国工商银行昆明四季路支行是哪个吧？
[121:15.990] 我在这。
[121:17.030] 他在这么写着。
[121:19.800] 西城支行、四季城、
[121:22.230] 北中国。
[121:23.270] 商。
[121:24.030] 北京四季城支行
[121:27.570] 最后一个名片。
[121:29.370] 我一会回来我先把车辆，然后我再回来拿，那没问题，您开车打。
[121:34.880] 打完了跟我说一下。
[121:36.400] 明天车不对号。
[121:39.240] 线条对，所以明天我开过来，我说我还不如我现在开走，明天我一会晚上在来拿，你家在哪了？
[121:47.560] 我家
[121:48.850] 刚才
[121:49.790] 近
[121:53.080] 满意地记得下班。
[121:55.230] 我都行，我都。
[121:56.310] 还不用说，咱俩办完你开走。
[121:58.130] 走你待会打个bb再过来，再开始干什么，我在现在弄得我就不知道了，在巴黎开走了。
[122:03.290] 你先把笔开始写的，对，我估计弄完了，你要回来走走走，你走等等搜索点，后天后听。
[122:13.320] 您穿好出来的。
[122:14.690] 好新闻05，京N0ed58说全
[122:19.190] 京N0
[122:23.320] 京N
[122:24.460] 对。
[122:26.070] 对，ed5万你待会打车过来。
[122:29.660] 肯定有三个是吗？
[122:33.800] 超了。
[122:36.230] 没事抄了没别的。
[122:40.230] 好的。
[122:41.370] 要不待会我给你找个代驾。
[122:43.570] 好谢谢我了，直接出去不用支付结束就行，然后我回来我再给你没问题没关系，我都把它给我了，给车号。
[122:53.180] 能放款是吗？
[122:54.940] OK。
[123:02.210] 你先把钱。
[123:03.820] 他年底发布我给您分红了，北京不定什么时候收到小不点来开发，可以放下。
[123:12.330] 我也需要吗？
[123:13.740] 您说什么没太听清。
[123:19.070] 你怎么能明天见？
[123:20.620] 他9月份刚发售，它只是一个发票。
[123:25.760] 给您找一下看
[123:27.490] 什么样？
[123:28.480] 这就是人家外国怎么样？
[123:33.880] 打过来一个OK，
[123:45.710] 这里上班。
[123:49.580] 这两个月的打过来，
[123:51.300] 搞错，要资源上完了肯定的，价格相对来说下来，
[123:56.080] 要不然
[124:14.840] 万
[124:20.800] 三道
[124:21.540] 了。
[124:29.170] 一直到了
[124:30.370] 无非就是
[124:31.260] 普通的
[124:32.540] 或者说
[124:34.230] 也要放下。
[124:57.560] 好。
[125:43.650] 能办完。
[125:44.660] 来。
[125:47.190] 是我一号就给送过去了。
[125:52.150] 倒数时间过来看来，
[125:58.610] 对我一会就回去了。
[126:05.070] 都过来了。
[126:06.080] 就打过去了，好了。
[126:09.360] 应该是差不多了这边。
[126:11.520] 更街头。
[126:13.140] 不管接受不了。
[126:15.370] 当年
[126:16.770] 让他在
[126:18.210] 的产品这次
[126:19.570] 手机的
[126:21.640] 觉得
[126:24.540] 清楚
[126:26.790] 的这种
[126:30.590] 什么都特别
[127:05.150] 其他广播微信
[127:15.670] 这个
[127:16.880] 对
[127:34.280] 的
[127:35.040] 个人，但是晚上去意见，
[127:38.260] 今天向小区业主把别人找来了，挖掘机把自己拆除，整个督查，
[128:36.850] 当时激动，
[128:38.320] 反正坐车直接介绍了。
[129:05.900] 左右看看。
[129:07.280] 结果上还有一些信息也好，
[129:10.380] 没有。
[129:13.440] 对
[129:14.920] 的
[129:16.070] 工具
[130:03.150] 发给。
[130:03.760] 是A3000万了。
[130:07.670] 联系不上。
[130:09.620] 这是做了我这块。
[130:12.340] 好。
[131:12.120] 形容一
[131:16.280] 我们这没有。
[131:37.950] 现在我
[131:38.700] 在哪了？
[132:53.550] 都是假的吗？
[132:55.750] 点3万8:30。
[133:00.910] 这样的。
[133:01.720] 差不多。
[133:03.390] 没别的事没事了，我那块我都给你看就给他，我跟那份两份一个交费一个交易，好的。
[133:12.610] 刘总
[133:14.230] 这钱都付完了，好行先做，感谢您。
[135:32.710] 宣传
[135:33.830] 上以后我看
[136:04.160] 蛙跳，
[136:48.780] 一会出发先得用。
[136:50.660] 给龙头手机发送页码。
[136:53.570] 出保险的时候，
[136:54.980] 出血都没在玩，
[136:57.730] 就要要登录你的爸爸是吧？行吗？不行的时候电话都留你了，可以。
[137:04.420] 这样就不打扰龙多了就可以。
[137:07.320] 跟着我的都行，没事我们都一家都不行。
[137:16.830] 你想问你们这样，你们吓坏像这种情况不是付全款的，你下一步有什么情况你给你指挥一下，你心里有个准备。
[140:42.170] 正解。
[140:43.640] 493175. 
[140:46.180] 三
[140:48.340] 493175。
[140:50.960] 五。
[140:52.800] 多少你进我的
[140:56.480] 翻阅有关要求。
[141:00.040] 我看一下等会儿。
[141:05.030] 点。
[141:10.720] 谁知
[141:13.210] 聚聚好的。还有一个226634。
[141:19.110] 26634的。
[141:23.520] 说查一下中介那10万块钱的尾款收到了吗？
[141:30.390] 进口的国产的进口。
[141:36.070] 2634在我这儿，6634不在你那儿是吗？
[141:40.520] 对吧？Bye bye。
[141:42.320] 在哪里？
[141:45.480] 护着照顾着比较的。
[142:49.610] 真的不着急了现在。
[142:51.620] 完了细一点，
[142:53.080] 弄得妥妥的没问题。
[142:56.390] 能不着急能说。
[142:58.070] 出点事儿，其实我是不是Y不好意思弄到，
[143:03.750] 弄下现在弄半点取消交易了，这也这次考核肯定的。
[143:11.920] 提示今天晚上你们刚开始就是头回去了之后，让那哥们跟
[143:16.390] 一下，说下回还有学生前面多好，
[143:19.690] 我们心里有个点，该怎么处理，你以为都以为没事了，齐活了又不能一回事。
[143:25.990] 我们倒没事儿。
[143:28.560] 你说老板那天他是得忙，他手机又弄不了，你说说。
[143:32.480] 他能不着急？
[143:34.580] 他就怕麻烦，你看他要知道这么弄，我们他那会就不贷款了。
[143:38.400] 他从来没贷过款。
[143:40.550] 视察照片、
[143:42.400] 卖家不怕的债权，对，他就在这上面钱就是说没得出面贷款，常常劝
[143:50.070] 卡在马，他知道他麻烦那就带来。
[143:54.090] 你这一共他你说你
[143:56.040] 说白了，
[143:57.130] 带出来多少钱不到到70万。
[144:15.680] 现在我们就是贷款，你跟直接说一下，
[144:19.230] 咱心里有准备。
[144:21.520] 这么着就。
[144:22.620] 下一步还有一个什么？
[144:27.000] 提前打个提前料，对咱心里有个准备这么着是吧？你提前知会了，
[144:33.450] 都以为是没问题了，将来能提车了，就不能这么一家。
[144:52.830] 合同有我一块的友，我首先给您。
[144:55.480] OK行行，你先走，对我要拿着这样可以了，他不是弄到里头。
[145:03.740] 完以后就是下不来。
[145:05.500] 约一些直接我拿身份证过来，你想想。
[145:07.960] 是这样的，先去上班去，对是你先把指标更新完之后，把指标我给你交税。
[145:15.220] 交费之后上台去。
[145:16.650] 指标我就发给你电子版行正常行吗？对。
[145:21.030] 为解决沟通没问题，他们有微信进来，就是一天你上班，我跟我老婆开车来，
[145:27.890] 我把俩车开过来，开什么车过来，
[145:30.660] 一边对就一块弄一块走。
[145:35.100] 然后验完车之后你把身份拿走，然后我让人也。
[145:39.000] 给你做抵押登记去再一块去。
[145:41.250] 没错。
[145:48.150] 因为我的身份证给你搁着，没三天没有人家。
[145:51.060] 反正老板都有点怕有点别的事儿，明白。
[145:55.780] 身份证一般都不离手。
[146:04.790] 人家好几个亿的增加。
[146:06.850] 是吧？
[146:07.610] 这块一闹弄点不得，
[146:10.560] 难受了。
[146:11.890] 这龙哥是老板弟弟弟弟，你们看不懂世事，我可能看过，我吃得饱吗？
[146:18.480] 他老四。
[146:19.510] 他老五。
[146:23.700] 怪不得这44个这么叫着。
[146:28.270] 主要做什么单位？
[146:31.040] 店
[146:33.190] 高压。
[146:39.540] 你在这工作几年了是。
[146:42.290] 20年20年了，我这
[146:45.780] 老板白手起家，我就跟着我单位，我弟三个人，
[146:51.660] 我把第一个。
[146:52.990] 还有一个第二个我的第三组原告。
[147:03.960] 也不容易。
[147:06.310] 可不管我们从一个螺丝钉的没有干到现在，对。
[147:10.920] 也不容易。
[147:20.520] 像你们这干好了一个月都挣个一两万。
[147:23.800] 挣不了一两万没问题。
[147:27.300] 税前税后。
[147:31.990] 税前。
[147:33.430] 那扣着睡。
[147:34.500] 主要是卖给它也是根据个人业绩是吧？
[147:37.440] 也是卖车多赚了提成。
[147:40.960] 我们基本上
[147:43.520] 这其实也不好干。
[147:48.190] 现在你看。
[147:50.720] 这签名
[147:53.250] 陈金明。
[147:54.180] 这是委托书，刚才不是签的是龙歌名吗？现在可多了之后就先您来办就行了。
[148:01.970] 然后协调办掉。
[148:09.130] 对。
[148:15.450] 主要现在
[148:16.670] 北京卖奔驰的多了去了是吧？
[148:19.560] 北京店太多了，对。
[148:37.640] 你是北京人吗？山东人。
[148:39.570] 山东泰安的。
[148:42.500] 雕刻的地方。
[148:53.240] 你们这个公司这边招聘也得有学历要求，对他的要求。
[148:58.980] 专科以上刑侦队。
[149:02.890] 对估计。
[149:04.460] 但手术也得两年，对你这套流程专业知识都得需要，
[149:11.080] 也自己也得考，没事烤个字，这太太
[149:14.540] 太常见了。
[149:15.880] 了我们
[149:17.870] 手机号身份证
[149:23.240] 公司管吃管住两岸。
[149:26.320] 住在里边合同。
[149:28.200] 自己租房子自己住。
[149:30.860] 我著名成功。
[149:32.410] 我操那老远的。
[149:34.100] 还行，开车过来20分钟。
[149:38.150] 从
[149:39.470] 阜成路对路。
[149:41.640] 知道。
[149:44.330] 我已经好多年不来这边了，我原来就在这边住订货一次。
[149:49.770] 六和桥。
[149:51.260] 我跟那边我住三年之后，海淀
[150:06.240] 有8月以来现在
[150:07.320] 半仓这边。
[150:23.070] 以前住平房城里边，后来住二楼。
[150:25.960] 再往外住了。
[150:32.990] 临牌上路。
[150:34.140] 还没看不到内部先出保险临床那块是吧？不那块一会过去。
[151:10.230] 写个电话就。
[151:14.840] 你有一个写了吗？那是另外一个车位。
[151:17.600] 都一样，我知道他另外一个。
[153:04.720] 一会我现在带客户出保险去，然后马上过去。
[153:08.700] 有个10分钟
[153:29.350] 粘稠了。
[153:55.320] 明白，沙发上一坐，我去领这个车的合格证，一般单去
[153:58.640] 沙发先去做，等我一会。
[154:05.520] 我这边反正情况
[154:08.900] 了。
[154:12.080] 真的
[154:13.880] 干这么长时间了，我一块玉人一个教授能赶上两回这事，
[154:19.850] 你说我别去乐观，
[154:22.220] 你干多年了，我为什么长见识了？
[154:25.100] 有。
[154:27.200] 没有办法。
[154:29.970] 好像不在不断。
[154:36.270] 大千世界无奇不有，
[154:43.750] 结果这中间肯定
[154:45.510] 慢慢
[154:48.440] 区政府不是吧，这边人家对推进。
[154:51.640] 刚才你给我嫂子张是着眼吗？
[154:54.190] 张艺谋。
[154:55.260] 试着对。
[155:05.310] 订单都不是他本人签的。
[155:07.160] 不是本性。
[155:08.370] 我也不要了没有。
[155:10.690] 谁知
[155:54.360] 我们是哥俩亲哥俩这事
[155:56.900] 吃点胡老四，
[155:58.090] 崔丽荣老贾，
[156:01.560] 上面还有他不知道是哥还是姐，崔军是老四，
[156:04.860] 我什么叫政治或军或军事，老四不是崔振虎是老四，
[156:09.350] 他亲哥的那是亲哥俩，他为什么这么费劲呢？
[156:12.890] 他老大老板大老板吗？
[156:15.340] 他支持的，我跟我哥用我指标，最近不是这是老板公司老板买给她代买车，
[156:22.080] 这个是总经理就副总经理这货，崔仞我没看他催政府不是老板，是崔振龙跟他不是兄弟吗？
[156:30.650] 为什么要这样？
[156:31.980] 老板脾气大吗？
[156:34.550] 大老板。
[156:35.840] 亲兄弟明算账，对比三大是吧？
[156:39.160] 中间
[156:40.280] 飞振宏。
[156:41.470] 刚才
[156:45.360] 拿
[156:57.440] 我也同意。
[156:58.810] 我妈一天弄点刹车了，
[157:02.160] 情况这边什么呢？
[157:04.100] 因为这两天还坐飞机了，我就不了。
[157:07.800] 我们这俩不错，我跟你说这月辉咱俩都摔出来了，我妈妈
[157:13.030] 这块怎么
[157:15.270] 你妈逼了吧。
[157:36.670] 你怎么
[157:38.200] 搬哪去了？三层。
[157:40.940] 哪个位置？
[157:42.720] 三层核算。
[157:44.230] 什么时候办了好长时间不来主要是。
[158:06.890] 等一会儿
[158:07.680] 回来领淮南的。
[158:09.440] 好。
[158:28.110] 对您看是175是吧？
[158:33.730] 13145。
[158:46.710] 是226634。
[158:59.400] 不去还搬家了。
[159:01.550] 业绩他们来了。
[159:05.360] 发回去一楼A2楼没人弄，
[159:08.700] 这也能
[159:12.190] 了。
[159:17.230] 方便
[159:46.440] 现在
[159:48.200] 拿下来。
[159:49.560]  OK你怎么找我？我去二楼没有一看不空了都干嘛下雨了。
[159:59.600] 上
[160:06.400] 你接着
[160:43.570] 活动。
[160:44.660] 咱们去。
[161:10.560] 我膝盖都疼。
[161:11.410] 我膝盖怎么。
[161:12.930] 说话我走了。
[161:14.570] 下楼梯膝盖什么我称了一下。
[161:24.470] 谁知
[161:38.150] 应该能办了。
[161:41.050] 我看刘谦把警察办了一个握着我怎么办？
[161:54.370] Hello。
[162:16.730] 备案的。
[162:21.330] 看错了，窗户翻走跟玻璃
[162:27.280] 破损。
[162:29.020] 晚上1点对吗？对不对？
[162:33.380] 哥哥你处理玻璃这看我算的那样，
[162:37.510] 上方出完了下午算的时候，
[162:40.280] 好吧？
[162:47.630] 全部的。
[162:51.320] 就是说你算了一个，然后马云的什么？
[162:58.400] 那个是投保人。
[163:00.040] 然后这事被保险人电话都是在这儿的。
[163:03.160] 都在车。
[163:04.720] 可以。
[163:06.850] 的。
[163:11.040] 身份证带了谁被告人改变班人是吧？全款
[163:17.600] 不是分析能不能改是吧？
[163:20.400] 这是另外一个。
[163:22.660] 还是俩
[163:24.320] 歌曲。
[163:27.430] 我让我不说了，你算了一个，马云平算了一个。
[163:31.570] 打车过去。
[163:36.270] 两个都是
[163:38.030] 9月合计这个板块情况，明天上班。
[163:41.500] 刚才。
[163:43.990] 不敢说出口，我要5.1排就行，干嘛？
[163:49.420] 你说什么？
[163:50.530] 在这边。
[163:52.160] 行。
[163:53.260] 看着先下篇好的路。
[163:56.690] 篇不行，平安好车主。
[163:59.740] 你就不能配合我一下，你放过来。
[164:03.740] 行行好的都可以，APP一会咱们再上点确认。
[164:09.720] 两个都是根据
[164:12.900] 别的听到你的怎么去办，不咱们现在都是网上点头。
[164:17.930] 您不点我这块没法进行了。
[164:20.840] 你先下一会我给你放这儿
[164:24.330] 一下。
[164:28.080] 什么？
[164:29.770] 晚上很晚了，没事那边买保险，谁知
[164:39.000] 两人确认你有商量。
[164:50.930] 车主都是催政府的。
[164:53.210] 一般都是。
[164:55.080] 对，我不要平安的不行了，不出完了。
[165:00.510] 没弄。
[165:02.580] 平安好车了，很简单我知道了，我吗？不
[165:09.680] 的。
[165:16.470] 说话
[165:21.320] 的。
[165:25.360] 的。
[165:31.600] 的。
[165:32.850] 的
[165:36.000] 了
[165:37.940] 了。
[165:41.080] 对你们的我说是
[165:43.640] 一个还在注册用手机号真的是
[165:48.380] 方便上哪里？
[165:51.600] 行，还有上市。
[165:57.890] 要求最近相当大。
