[00:00.960] 接待二次客户交周客户孙美容女士。
[123:05.400] 今天都忙，您手机关机时电能三号您拿到拿出你的手机微信。
[123:11.650] 我说了
[123:13.410] 说
[123:40.390] 谁知
[123:43.870] 过来看看这里边。
[123:50.280] 这个来了。
[123:51.740] 又是的了。
[123:53.200] 钥匙在哪？
[123:55.980] 要是对于坐在上面了。
[123:58.280] 还是紫色的代表你们手机号什么的上面没有吗？三个1992182280I手机这边有我的差不多要是时间
[124:13.470] 应该会。
[124:15.120] 这有一个你说的这是3603364 180放着，两把他一打了，应该在楼下。
[124:23.470] 从上面走。
[124:26.490] 在楼下紫色的袋里边。
[124:32.240] 是在的有的。
[124:33.560] 好的。
[124:35.440] 61360912188123还可以，我让他们通过。
[124:43.130] 可能带来换一个问题，穿过先吃饭去，然后给你开庭。
[124:47.680] 行了，
[124:49.070] 我们还得给我弄这我能找一个。
[124:52.800] 菊花参照我这个手机，您稍等一下。
[124:56.010] 来。
[124:57.570] 100
[124:58.550] 3323。
[125:03.290] 知道。
[125:06.540] 236没问题。
[125:08.810] 注册了吗？
[125:10.150] 注册完了。
[125:11.290] 我知道了，二两。
[125:14.410] 好了。
[125:18.610] 136
[125:19.980] 91218289。
[125:24.870] 两位。
[125:26.220] 过来。
[125:30.130] 行，您到先带您去吃饭，您看一下我的参政。
[125:35.030] 我签字。
[125:36.790] 等下给您退出来重新记一下。
[125:39.510] 的。
[125:41.070] 我听见，好，仰仗您用扫码就行了，车。
[125:45.990] 他车上没有这种彩页在车上会有给你讲车的使用车灯做什么的可以拿的。
[125:53.460] 这就是咱们的车上吗？
[125:55.540] 对。一级。
[125:58.940] 但是他不一定是最新的，他产业不一定跟车一样是最新。
[126:04.090] 我先带您告诉您在哪吃饭。
[126:08.230] 我先带您吃饭，您吃完饭的话
[126:11.060] 掉我。
[126:12.570] 您有我手机号吗？
[126:15.120] 还真没有OK，那。
[126:17.710] 行一会我给您
[126:20.440] 拨出去一下。
[126:22.500] 行。
[126:23.970] 名片还是啥的。
[126:29.000] 17611091767。
[126:32.470] 然后您一会儿
[126:33.770] 吃完饭了您给我打电话。
[126:35.900] 小心等一下我的时间。
[126:38.390] 现在还不能去装饰，应该
[126:42.050] 他得弄完发票之后，然后讲完车才装饰。
[126:47.220] 吃完饭您给我打电话，然后
[126:50.980] 我代你讲车。
[126:53.880] 您看那个了吗？前面小房间餐厅客户你从那往楼上走就行了，对就那个门。
[127:00.980] 不用要什么我给他发了有发票我擦，行吃完饭你给我打电话，
[127:53.830] 拿你这卡不用手机了，
[127:57.070] 你找不上，
[128:08.990] 在临摹这张好怎么办呢？
[128:11.370] 提供住宿吗？
[128:13.010] 反正吗？
[128:15.650] 数据
[128:16.800] 远场、
[128:18.860] 数据、
[128:23.550] 数据、
[128:25.250] 数据、
[128:28.220] 数据
[128:31.320] 坏
[128:39.180] 的。
[128:44.040] 三
[128:49.720] 高
[128:52.860] 6。
[129:10.120] 花。
[129:14.810] 场。
[129:15.720] 数据
[129:17.880] 数据、
[129:25.430] 的
[129:29.550] 的
[130:12.870] 看开了。
[130:14.230] 了。
[130:17.040] 你拍照费了吗？勾调还给你了。
[130:22.910] 打的。
[130:24.170] 就把你删了。
[130:31.490] 这付款叫啥来着？
[130:34.520] 为什么？
[130:36.540] 有别人吗？
[130:39.160] 有什么？
[130:43.760] 回来了，为什么？
[130:47.650] 的。
[130:48.820] 我在想
[130:50.160] 张主任
[130:52.910] 芜湖柏庄
[130:56.520] 都疯了，不是他的。
[130:59.750] 是谁？这不就是郭峰是我的，刚才这就是这样的不一样的。
[131:07.220] 刚才让我看的不是说一个手段，
[131:10.590] 所有人都一样。
[131:12.270] 这是外观也是不是？
[131:15.880] 二块。
[131:17.880] 这可以吗？
[131:20.850] 你那个不是那个收不到吗？
[131:23.920] 你看那个单子有吗？
[131:27.660] 还有工具，哪个数据？
[131:30.120] 这个上面我省下来了，
[131:33.200] 了，
[131:35.600] 不知道打的吗？
[131:43.160] 都一样都拿。
[131:48.990] 谁知。
[131:51.520] 我发现工作。
[131:53.150] 我跟购买的。
[131:54.890] 我也帮你找一下，我给我。
[131:57.560] 能做到吗？
[131:58.620] 走着了上一次。
[132:03.090] 两个点就是我就不了，马上换了，
[132:06.480] 找不着了。
[132:07.490] 3.3。
[132:09.940] 行怎样关系？
[132:11.900] 有两袋一致的看哪个里边有个我这打电玩了，
[132:26.550] 我咱们看看还是移动的。
[132:30.190] 谁知
[132:34.710] 我导致的吗？
[132:40.270] 我说对了。
[133:11.040] 同学都是
[133:13.850] 是汽车什么新车三亚市场的，就是几月份7月中旬出道，也没有什么没调车，没有什么矛盾吗？
[133:21.460] 你说。
[133:23.460] 不能说肯定不多，有个十几二十瓶正常。
[133:34.050] 都等着是吧？
[133:34.930] 不能动了。
[133:42.280] 我想开票会算不算？
[133:45.510] 我找了你不交费，
[133:47.760] 你这大数11个车怎么够，我是已经够了。
[133:53.750] 流转也帮我算给我一个。
[133:56.190] 不能签不用。
[133:57.520] 我知道你们是。
[133:59.040] 我就看一个吃
[134:01.080] 18个车道差一个样的。
[134:04.420] 他妈笑得很行不行？要求给你钱必须。
[134:11.310] 让他去我完全没感觉没问题。
[134:15.720] 你也先不是你说交了完成任务，你为什么还需要吗？
[134:21.230] 已经开始了，不要我俩都必须得交，不交不行，你我干嘛不知道。
[134:27.590] 我哥司机干嘛？
[134:29.930] 我就已经完成这种来往，他们不敢干，这不是人客户肯定会给众多。
[134:36.920] 我不知道你意思，就知道交了18对，你看我现在是时期我又不飞得快，
[134:44.170] 不吃饭了，我不知道去哪，反正他就配合就完了，他都既然说了你能教销售。
[134:51.180] 好了，谢谢。
[134:53.260] 好了。
[134:56.280] 点。
[135:07.110] 这矛盾是
[135:07.840] 如果
[135:08.820] 的
[135:11.650] 如果
[135:14.030] 我邮箱
[135:15.810] 这一块
[135:26.280] 这事办完在12:20，办完大概几？
[135:28.920] 主要的一点。
[135:30.280] 一点
[135:31.530] 一一点~1:30 1:00。
[135:34.210] 一点点谁知。
[135:37.680] 北京谁知
[135:41.150] 你在单位上。
[135:42.530] 一点
[135:43.870] 麻烦。
[135:51.390] 但是
[135:52.450] 是去看房子。
[135:54.530] 看看谁知，
[135:59.150] 常常的常常在
[136:03.950] 看好了晚上的
[136:07.010] 是吧？还做过一次。
[136:11.560] 谁知
[136:20.430] 现在的昨天晚上6:00，
[136:23.210] 谁知
[136:43.240] 不是了。
[136:44.410] 不是，你先告诉我你哪个是有80%的车，我请你改过来有
[136:49.840] 一个叫王静的，人家有两个桌子。
[136:53.600] 王静，对。
[136:55.650] 千八十算是吗？这是。
[137:00.360] 他还有一个
[137:02.140] 雨水，凉水河的80，还有吗？
[137:06.290] 还有在。
[137:07.690] 在装修，
[137:09.300] 证明这一点报废了，就是这样。
[137:13.750] 还有吗？
[137:16.440] 惆。
[137:20.760] 回去大家把酒精分子
[137:24.540] 谁知
[137:27.720] 这部分三号可不知道领导说了算，一定要说不应该去注意。
[137:34.070] 具体标准在哪里，他们个人
[137:36.710] 您的如果领导应你了，你看人家是什么应该能给你，如果他没有说过，
[137:44.370] 的
[144:28.870] 反正
[144:30.130] 国际当中的
[144:35.320] 前面的话。
[144:38.090] 但是财务什么走之后又晚上条左右的时间，太平洋是。
[144:43.750] 在这出吗？
[144:44.730] 这一天
[144:47.410] 可以看到。
[144:52.350] 就在这排这事吗？先把单子给你还是
[144:55.360] 把
[145:01.880] 三
[145:06.980] 发票合格证身份证就行是吧？
[145:10.830] 三
[145:12.400] 谁知
[145:24.120] 奔驰是今天算的吗？
[145:26.070] 对，刚才算了。
[145:27.950] 还要一个什么这样的单子吗？
[145:30.510] 不用，只要将了，没有。
[145:35.740] 厚是不是这个事？
[145:37.650] 一共的钱交减5000，客户交了钱5000。
[145:42.310] 好。
[145:44.040] 行，我怕你算的到时候跟我不一样，烹调牌在我这让我慢，然后我那票还没拆。
[145:52.230] 要票我告诉你先放下了。
[145:55.160] 这就是整理签字等一下，然后
[145:58.560] 然后有没有分期全款。
[146:02.150] 行张马上就知道了。
[146:04.090] 还有啥证据？
[146:05.590] 有身份证复印件要复印件还是原件，原件开始就用那行那边。
[146:11.250] 就拿串了他们有没有。
[146:15.370] 没问题，好我待会过来拿。
[146:18.860] 了。
[146:24.880] 快乐。
[146:27.380] 方式、
[146:41.350] 全跟客户吃饭去了，我一会交个车，你大概多长时间我让客户找你。
[146:46.400] 我也想看看你还能。
[146:48.860] 行。
[146:56.770] 吃饭了。
[147:13.010] 谁知。
[147:14.600] 被告了弄
[147:17.020] 中
[147:18.520] 等等。
[147:20.790] 你就问一下OK还要打两个单子，就在哪打过来，这有两张纸教授玩意。
[147:26.960] 你跟我说，
[147:28.380] 你上北京。
[147:29.790] 你找到这个人怎么办？现在所里面你这个人。
[147:33.760] 找谁知
[147:36.790] 的，
[147:40.260] 谁知
[147:44.640] 谁知。
[147:49.120] 就是说一般没有，然后找一个电脑跟个微信就行，对。
[147:53.580] 等人。
[147:55.420] 这都行，谁知。
[147:59.690] 这里拜拜，但是出北京这事儿是你自己的理论好吧？
[148:04.990] 你这等着你打过去重大的事怎么样？
[148:07.550] 这个吗？
[148:12.450] 万元。
[148:13.450] 夏天的
[148:14.770] 小黄牛，
[148:42.960] 那要我办
[148:44.350] 这个系统怎么样，反正就是这样，然后最后你就想办法给弄微信给打开，
[148:51.490] 从微信里打出来。
[149:08.230] 怎么把它打出来？
[149:09.600] 客户去吃饭了，一会他吃完饭过来交车之前我让他来找你。
[149:14.100] 还有照正在周江你知道
[149:17.350] 这个登录我在之前那些是我用一下。
[149:22.800] 没研究明白我这个怎么打出来。
[149:25.120] 这个就是转到你名下了是吧？
[149:27.160] 因为这个都是我自己的。
[149:32.020] 你刚才在哪里？
[150:05.740] 有时间的话。
[150:06.980] 我想打一个东西打。
[150:09.880] 打一个交车的吗？
[150:12.360] 不知道找不着车了吗？讲出来之前发给谁发刘全让你答。
[150:17.040] 微信还有刘群没事，还有刘全行了。
[150:20.600] 我都没整明白我怎么发给他。
[150:23.850] 微信吗？
[150:27.130] 没有他的微信，
[150:29.270] 我也没有你的微信，
[150:31.400] 你帮我忙，我正好去交个税拿走去拿东西。
[150:35.550] 发微信，
[150:36.590] 到我这儿实在没时间。
[150:42.500] 点到微信吗？我可以加你微信才能发你。
[150:57.050] 给
[150:58.190] 微信。
[150:59.590] 对，
[151:04.200] 然后我登上去我就可以打印了，是不是？不让停车打印就不管了？
[151:08.970] 我们都是从哪打卡什么样的，有了是文档吗？就可以打开吗？打不行好像打开不能在电脑上打印。
[151:21.000] 目前
[151:24.400] 七哥。
[151:25.670] 这叫单它是往上送了，你等会我一会给找找给你送过去。
[151:30.810] 行行，你赶紧给我要把手，行行，要不你从这边走拿一下行吗？
[151:36.880] 你从那边走拿一下行吗？
[151:39.040] 完了行，我这手你找一个人赶紧送，行好我知道了，我这礼拜
[151:50.050] 打。
[152:03.740] 这样就可以了。
[152:05.000] 对，谢谢。
[152:09.180] 走把你弄去，你帮我去交，不论哪拿，
[152:13.220] 迈进了一声交费了，别着急，谁知。
[152:17.000] 我去交购置税，拿一个手续较白净，然后送到艳色组就行了。
[152:25.300] 稍等验车都给谁？着急。
[152:31.380] 好白净，没事。
[153:01.690] 的
[153:04.180] 数据。
[153:04.920] 的。
[153:06.330] 场
[153:11.830] 的。
[153:18.840] 手机数据，
[153:24.910] 别人拿了
[153:42.020] 了，
[153:43.500] 卡
[153:48.510] 五
[153:52.640] 的
[157:32.640] 看白净的，首先
[157:35.320] 谁知
[157:37.200] 不过房子的
[157:39.430] 对不对？
[157:42.120] 好勒。
[160:53.760] 看看。
[160:54.900] 这个月简单的看一下。
[161:41.920] 可以直接过去看看
[161:45.370] 的。
[161:50.870] 号
[161:52.950] 的。
[162:08.760] 的。
[162:09.630] 花。
[162:14.770] 我打。
[162:16.130] 有吧？
[162:26.270] 对，出来的。
[162:30.550] 代表光伏号或者
[162:32.040] 的
[162:33.600] 采购开始我们可以
[162:37.120] 你把票给拿掉。
[162:39.470] 刚才那个道理要都
[162:47.950] 你们那个叫什么的？
[162:52.510] 也要7。
[162:55.180] 那天
[163:01.800] 的
[163:06.250] 数据
[163:10.830] 数据、
[163:15.810] 数据
[163:17.670] 的
[163:20.110] 数据
[163:22.200] 数据
[163:27.510] 的
[163:28.640] 数据
[163:31.190] 的
[163:37.590] 的
[163:42.500] 场
[163:43.520] 数据
[163:44.760] 数据
[165:02.720] 场、
[165:04.290] 上
[165:07.450] 的。
[166:06.010] 找我。
[166:08.470] 的
[166:09.930] 的。
[166:28.960] 堂姐我是销售张涛。
[166:32.760] 我刚才给你发微信了，您应该看到了，您问了吗？您办那个事儿。
[166:40.620] 您有车的事儿。
[166:44.630] 了。
[166:46.130] 棒了是吧？咱们明天过来正常办新车的手续没问题是吧？我这提前已经准备说了。
[166:53.950] 好，咱们是名牌的都是临牌，我给您办临牌，您那个指标也得等着，估计得等个十几天，咱们名牌第一次15天，第二次一个月，
[167:04.380] 谢谢。
[167:05.990] 对，都是这样的，我就给您准备车，我们明天过来咱新歌手去。
[167:11.480] 您今天下午行吗？因为咱们这个的话这个月得给您办好。
[167:18.410] 因为要不然本来的话咱们不是说的是今天，然后我看您也没给我回，那咱们就约明天您抽点时间。
[167:26.880] 不用等那个
[167:30.870] 您是今天下午。
[167:33.030] 五要不抽点时间，我把车给您准备一下，反正检测已经给您做完了，能安排得提前给您安排好了。
[167:39.410] 谁知。
[167:41.950] 对您过来办手续交钱，然后咱们就可以把新车开走了。
[167:46.210] 谁知
[167:48.820] 礼拜五就是下个月了，阿姨就不行，因为咱们得是这个月今天和明天，
[167:55.390] 早晨6:30。
[167:57.970] 好。
[168:01.220] 不好。
[168:03.030] 我们是5:30下班，您要是过来的话，你也最晚也不能
[168:10.150] 4点多5点再来那肯定来不及，因为咱们办临牌你要提出的话也得办临临牌的话应该是5点下班，
[168:19.080] 您要是办手续的话，
[168:25.450] 4点多你就4点多完事你先过来交钱开票，然后如果说名牌办不出来，
[168:31.770] 我就明天下午咱们把能办的办完，然后您后天上午再过来取车也行。
[168:36.910] 但因为咱们明天肯定得过来把手续办了，要不然咱们取车还行。
[168:41.500] 三
[168:49.660] 您可以下午过来，您这边忙完过来，然后我给您咱们尽快
[168:53.740] 然后您可以周五过来开车。
[168:55.750] 如果来得及的话就当天，但是目的是不一定可能还是得周五。
[169:01.450] 您来取车。
[169:02.870] 然后但是咱们明天下午肯定得过来，因为这边手续给您办了对吧？
[169:11.290] 今天下午看您几点过来。
[169:14.240] 咱要是
[169:20.760] 辽宁药今天两三点钟能过来的话，今天就基本没问题。
[169:27.130] 行，您要是确定能过来之前，
[169:29.720] 只要您确定能过来之前，您给我说一声，然后把车给咱们送过去，准备
[169:34.030] 回来了你们就行了。
[169:36.860] 他不能接你得交完钱之后我才能给您办组装，是对模式验完车上完词，
[169:43.800] 不模式验完车上牌企业，其他的装饰是现在新您今天要来今天给您弄。
[169:50.900] 7年多了。
[169:52.550] 对是这样，其他的装饰的话是记录仪什么的，是在我们店里，您取车之前能给你弄，尽量给你弄上，看您时间。
[170:00.810] 行。
[170:07.870] 行。
[170:09.580] 行，我给您发个位置。
[170:11.870] 好的，可以拜拜。
[171:46.590] 我打。
[171:49.200] 我就还放着。
[171:51.880] 回来装上了。
[172:44.310] 您吃饭了。
[172:47.390] 没有，您过来，您到刚才咱们二手车扳手指着，然后把二手车这边话给您做一个交接清单，您到这边来吧，然后我再给您安排上车，回到刚才那找我就行，衣服的。
[172:59.830] 好勒。
[173:10.040] 坏数据，
[173:18.280] 坏
[173:19.640] 场
[173:20.880] 数据
[173:28.400] 的
[173:29.360] 的
[173:36.280] 的
[173:38.310] 条条账号，你这边一会方便讲错吗？
[173:49.160] 行，你一会告诉我一声就行。
[173:52.950] 好了。
[174:10.310] 违章已经查了，你看一下违章查了还挺好，没有什么没有分是吧？不够就是两两个，
[174:17.210] 一个是100，一个是
[174:20.360] 200是违章停车。
[174:22.400] 100是现在是在高速路上快速高速上在走走，人家咱公里高速施工出境违反规定的，
[174:35.110] 00分1百一两百，完了您就直接拿什么，现在到银行就行，完了你把那单子我给你交接交接了，我你车里还有什么东西要收什么收官把钥匙拿走了，我要是给我把微信
[174:48.710] 我刚刚。
[174:50.530] 那个里头就是意思谁别的没有给，我有一个现象好在哪？今天就来了，反馈个通行证。
[174:58.800] 您看我这个上面您那张我就写下3点交接了就给你。
[175:05.460] 这个点几次大夫不在这事儿就是你的事儿了。
[175:09.070] 对这意思所有人划分清楚。
[175:14.240] 1:00之前归60 60，
[175:16.430] 1:00以后我就亏60 88。
[175:21.660] 行了，如果你这个世界东西什么没什么规定装好了是吧？一遍开完，还有什么东西查查就没事可以了，到时候您回去抽空了当就处理完了。
[175:33.860] 我还有除了违章那个是要形成什么都有吗？什么日本的要人家号发动机号就告诉我等等我写的。
[175:43.810] 我给你现在搞微信，
[175:48.880] 我加您个微信。
[175:50.390] 也有女儿的微信发给你行驶本上行驶本，然后先写的东西都有。
[176:17.330] 来。
[176:20.590] 那个号你过来这个星期行行，这样就不用写微信了。
[176:28.610] 所以还有很麻烦，放开
[176:31.560] 上来工作的方向。
[176:37.470] 我可以出发了，要是
[176:43.870] 手机拿了东西检查。
[176:53.820] 吗
[176:59.040] 的
[177:06.830] 数据。
[177:08.270] 数据。
[177:10.630] 数据、
[177:14.410] 号
[177:15.620] 的
[177:18.130] 号。
[177:22.890] 的
[177:29.030] 的。
[177:31.450] 谁知
[177:34.630] 大于。
[178:13.010] 把
[178:15.810] 的。
[178:24.480] 到了
[178:26.770] 百万万万来
[178:31.340] 数据
[178:32.680] 花
[178:37.050] 号。
[178:43.120] 二
[178:47.590] 的。
[178:51.860] 场。
[178:53.150] 场。
[178:55.610] 的。
[178:57.570] 一会您帮我交那个车是吧？我就在这等你。
[179:31.110] 到
[179:34.930] 数据
[179:36.590] 的
[179:39.600] 剧场
[179:46.930] 的。
[179:50.760] 的
[179:52.610] 场。
[179:55.550] 场
[179:57.280] 的
[180:17.480] 一
[180:19.750] 手机
[180:25.120] 说一下客户
[180:51.440] 张超收到交车呢？
[180:53.870] 要放心OK，我在那OK了，然后到点。
[180:58.760] 对交车的客户还没完事。
[181:00.980] 有点这样，后来说然后我找您的手机都在我这，等一会他找您，您在这附近操作，我去给您拿保险办临牌去。
[181:12.130] 您来给我歇会儿。
[181:17.730] 夸张了。
[181:42.520] 他说我不要了，
[181:44.320] 谁知
[181:45.140] 谁知
[181:55.610] 冬天你干嘛去？
[181:58.840] 你干嘛呢？
[182:00.410] 我也是我都不让给没给我算出来，
[182:03.400] 不要给我算出来，时间都不太正常，然后就跑了，您觉得马上就要来着。
[182:09.230] 你可以过来。
[182:10.240] 明白行了。
[182:25.510] 我上了活动的开展。
[182:27.250] 你过来一点，你那个好了吗？
[182:31.010] 这是哪个？
[182:32.340] 这篇
[182:33.380] 直接知道最早这片
[182:37.080] 我票没给你开。
[182:38.790] 票待会让谁让发给你了，发货地址码现在对。
[182:44.710] 咱俩干一个事儿。
[182:48.430] 你看那票都给你了，你别去手续，我不规范，这两吗两张。
[182:54.310] 看看这两张放在床上条，对我就没给你们说。
[183:01.440] 一下没出过文件。
[183:04.150] 不管了，后面
[183:09.970] 我前面就俩说。
[183:14.660] 这是你的，对，还有一个车手里就完了吗？
[183:20.150] 这可算赚的。
[183:23.150] 回来了，这不是说
[183:27.530] 第三天没用，三天的时候看到了。
[183:31.920] 数据。
[183:41.450] 走。
[183:48.420] 点都送了一个多小时了，没收到我
[183:55.560] 我这有多少？
[184:00.010] 等着。
[184:06.900] 吗？
[184:12.770] 二
[184:14.810] 了。
[185:58.990] 好的阿姨，我这边您过来了，我尽快给您。
[186:23.350] 您今天。
[186:24.660] 得带着陶恒强先生的身份证原件您别忘了。
[186:31.360] 然后咱们交款，刷卡的话是刷储蓄卡。
[187:23.170] 二。
[187:25.360] 好。
[187:27.760] 10153。
[187:30.520] 五。
[187:31.480] B 180. 
[187:37.470] 101503
[187:41.160] 他准备
[187:43.380] 你没话说，
[187:52.040] 客户收入怎样？
[187:53.690] 上午来下午来跳，我知道我注定了。
[187:56.760] 从延展性、
[187:58.450] 出来。
[188:02.850] 32。
[189:38.460] 他那个车他们给开走了，我都把所有证据都让人给拿走去了，他们给别人给办去了。
[189:46.690] 他证件没在，我今天就办不了事吗？
[189:50.200] 身份证原件不在是吧？要的话就只能明天让他们给拿过来，然后怎么也就得礼拜五了。
[190:00.520] 您就今天过来先办，然后等到您礼拜五就直接过来取车，带着身份证过来，我就给您办临牌就行。
[190:07.340] 然后身份证照片您那有吗？之前您给我发过吗？咱俩好像没发过，您给我发一身份证照片，我给您先打印出来，咱们先正常用。
[190:16.350] 你给我发过身份证照片，没事，您就过来先办手续，然后周五的时候您带着身份证过来直接就开口就行了，不然3点多您过来也不一定能办完。
[190:26.300] 我还必须得拿他的身份证是吗？您要是取车的话是必须要拿身份证，为什么？因为您取车需要办临牌，需要身份证原件，
[190:35.250] 其他的我可以不要身份证原件。
[190:37.860] 您就今天下午正常过来，然后您周五拿着身份证来，正好我给您办一品牌，您直接把车开走就省时间了。
[190:45.010] 不然您今天3点多过来也容易办不完，您正好也不用担心
[190:49.730] 这么着点事儿。
[190:53.250] 行好勒，拜拜。
[193:13.950] 我看着两边我
[193:16.410] 我就这样执行。
[193:28.440] 跑步。
[193:29.870] 我这边回去。
[193:31.730] 再回去。
[193:33.790] 等于把了一点点。
[193:35.340] 朋友
[193:36.560] 要不后面进不去，好了，你就这样了是吧？
[193:39.230] 你要说一下故事，丁老师他一定打收的。
[193:46.370] 没有看到同时
[194:04.720] 没买菜哪了？
[194:13.110] 了没有？
[194:17.270] 话不能乱了。
[194:19.760] 韦全哥问你个尴尬的事，咱家B180，我怎么让他后视镜同时收回去，没有那个按钮，
[194:27.890] 这洗车怎么办？
[194:32.350] 就花不上是吗？就这样是吧？
[194:35.600] 行好。
[194:38.120] 遇到。
[194:39.200] 行我就花篮倒了，
[194:42.640] 等进行
[194:46.580] 然后送刹车了，
[194:48.720] 然后关窗了。
[195:07.040] 哈哈
[195:11.400] 但是
[195:13.860] 但是咱们这边的交车的话，形式要这个月给您交车。
[195:30.370] 个好像
[195:33.290] 完成率到这边没法给他们保留架构的政策，要么结果北京
[195:37.480] 不然就下课了，他这个政策价格什么的没法搞了。
[195:43.760] 对。
[195:47.490] 但是您要是说车不开走，您说手续办完了那没问题，就是你先交完了，他还给你。
[195:53.540] 快出来没问题。
[195:54.840] 你要过不来办的话，下个月的成本到后面为啥要让你来开票，主要就是这个问题。
[196:13.840] 肯定没法给您，因为咱们
[196:16.970] 不是这样的，也因为本身就是涉及到咱们一个月底的政策的问题，还是一个问题，就是咱们正常本身全款的车的话，咱们就三天，
[196:26.000] 分期的车的话也不是6天，咱们没有那么长的时间，
[196:37.020] 但是
[196:37.900] 但是咱们确实是
[196:47.710] 我给你问问领导，看看这边怎么给你处理。
[196:57.670] 然后你问问，然后我也他们领到这边好吧？
[197:02.750] 我这刚过来给您洗车来了，我还想着您赶紧来，我这忙着给我给你洗车，刚在您这车里。
[197:09.640] 那就别准备了，天您
[197:13.430] 我都给你准备完了，行我问问领导看看，不行的话您就先不买了，还是先给您退还是怎么着？
[197:21.440] 行吗？
[197:25.200] 好看来
[197:57.980] 为领导我不是有一个必的180开票的客户，本来说他能置换，现在还得去自己去报废了，
[198:06.990] 然后他说他要报废，完了弄好了再过来我报备开票了怎么办？
[198:12.830] 是不是差我这一个进口车？
[198:20.750] 我就说让他先交钱先开票，他说他要想等指标一起过来再弄，我说那政策价格什么就变不了了，我说这
[198:28.870] 本身提出来的，他说你那天没告诉我们就处理完了，我也不确定我是不是佛山的车，
[198:34.050] 因为他那个车钥匙国三的话那就给它报废，
[198:37.090] 他就直接报废，要不然的话
[198:39.930] 所以也没确定下来。
[198:47.870] 说了，然后我跟客户也说了，
[198:50.210] 我说那怎么办？我说那没办法，我就给你过来怎么办？
[198:53.830] 然后他还让他们家孩子的时候怎么办？我说咱们
[198:59.080] 4~5，
[199:04.130] 他就想说等他那边都办好了，再来找
[199:07.370] 观众。
[199:08.320] 就说给原来，因为昨天的时候给它确定这个事的时候，他也没说刚才说3点过来的，我都把车给他拿出来了，就准备了。
[199:26.160] 行吗？
[199:27.610] 瞧好了明天。
[199:31.730] 好了，打电话了。
[199:33.430] 了。
[199:34.320] 没有了。
[199:36.240] 不好意思。
[200:07.120] 来好了，你也别的领导了以后我过去了，行行，我刚问他领导通话中没打通好了。
[200:15.360] 所以我不管看房，我每天跟着说，行行，我还是先把船给你收拾出来，
[200:22.130] 你跳出来我也里面有
[200:26.610] 我们这孩子说先走了，因为是不是人家那边上去了，他拿出来，然后他们开始在做变更，没事行。
[200:35.410] 现在吃饭了就行了，行把手续办了，该讲的车先给您讲了，我就洗完了，我先停前面，待会您来也得先看一眼车，那里边我就先不给您收拾了，下次您来之前我再给您彻底收拾，等我们完了订房这个车就可以了，对。
[200:51.470] 咱们得先开车要怎么给您收拾出来看，您看这是不干净的，行好勒。
[201:27.960] 小了。
[201:30.360] 我那会没事，我给你打电话来着，我这会开车先不跟你说了。
[201:35.850] 好。
[203:47.570] 你好，我想准备我停停在那行吗？我停在哪？
[203:53.290] 我停在
[203:56.450] 我说我停在哪？
[204:00.910] 要搬走。
[204:02.730] 丫说下午再过户开走，他准备完了之后给客户检查一下，他直接做装饰，晚上再回复就行。
[204:12.110] 我放这能行吗？还是我到时候我放这了？
[204:15.370] 就放我这技术要是到也有点困难。
[204:23.170] 我大概3点多客户。
[204:25.060] 来看一下，然后我就直接做装饰客户，先不取车，过两天再来取。
[204:30.520] 对，你开着。
[204:31.800] 你装里面你跟人说好意思吗？然后我这边完了之后给装置人家装饰说好，你说晚上回复，
[204:38.470] 等客户看完晚上客户就行。
[204:40.340] 行，但是他得交完钱才能做，就怎么
[204:43.950] 有没有？
[204:48.640] 他们过了。
[206:10.640] 了。
[206:12.510] 了。
[206:15.400] 还没有。
[206:19.240] 没有停没问题了。
[206:22.850] 算了马上我。
[206:30.130] 还没动吗？
[206:34.040] 不是样子，你说昨天什么票是错的？
[206:45.870] 的
[206:50.820] 的
[207:01.050] 数据、
[207:03.640] 好。
[207:26.590] 讲完了哥您把钥匙给我一下，我去做装饰。
[207:30.500] 等。
[207:31.670] 您跟他这里面还有一个面访。
[207:34.330] 里面还有个面吗？您跟他过去我去给您做装饰去爱。
[207:44.160] 我领
[207:47.620] 财务信息表就行是吧？
[207:49.660] 要把财务信息表给他吗？还是我再拿一张？
[207:54.480] 我手里就印章，你手续代理应该还有一张。
[207:58.040] 好多装备。
[208:01.480] 开张了。
[208:04.250] 来你们先借我拿一个单子就行。
[208:12.350] 的。
[208:14.700] 还是不好的。
[208:23.210] 他强调一下。
[208:24.940] 好了，他们写东西的用了。
[208:32.950] 数据、
[208:46.970] 讲完了，我去宋庄。
[209:49.400] 天
[209:50.180] 技术。
